CountyFIPS,State,County,Pop2010,OHU2010,LAPOP1_10,LAPOP05_10,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,LALOWI1_10,LALOWI05_10,HUNVFlag,LowIncomeTracts,LATracts_half,LATracts1,LATracts10,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LATractsVehicle_20,Urban,MedianFamilyIncome,PovertyRate,lapophalfshare,lalowihalfshare,lakidshalfshare,laseniorshalfshare,lawhitehalfshare,lablackhalfshare,laasianhalfshare,lanhopihalfshare,laaianhalfshare,laomultirhalfshare,lahisphalfshare,lahunvhalfshare,lasnaphalfshare,lapop1share,lalowi1share,lakids1share,laseniors1share,lawhite1share,lablack1share,laasian1share,lanhopi1share,laaian1share,laomultir1share,lahisp1share,lahunv1share,lasnap1share,lalowi10share,lahunv10share,lapop10share,lasnap10share,lakids10share,laseniors10share,lawhite10share,lablack10share,laasian10share,lanhopi10share,laaian10share,laomultir10share,lahisp10share,uninsured_pct,diabetes_pct,housing_insecure_pct,no_transport_pct,inactivity_pct,obesity_pct,utility_risk_pct,stores_per_10k,food_assistance_per_10k,centroid_lat,centroid_lon,households_with_snap,labor_force,under_18_total,commuters_total,no_vehicle_rate,unemployment_rate,under_18_rate,public_transit_rate,"Population, low access to store (%), 2019","Low income & low access to store (%), 2019","Households, no car & low access to store (%), 2019","SNAP households, low access to store (%), 2019","Children, low access to store (%), 2019","Seniors, low access to store (%), 2019","White, low access to store (%), 2019","Black, low access to store (%), 2019","Hispanic ethnicity, low access to store (%), 2019","Asian, low access to store (%), 2019","American Indian or Alaska Native, low access to store (%), 2019","Hawaiian or Pacific Islander, low access to store (%), 2019","Multiracial, low access to store (%), 2019",Overall Food Insecurity Rate,# of Food Insecure Persons Overall,SNAP Threshold,% FI ≤ SNAP Threshold,% FI > SNAP Threshold,Child Food Insecurity Rate,# of Food Insecure Children,% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal,Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall,Rural-Urban Continuum Code (2013),Rural-Urban Continuum Code (2023),Census Region,Census Division,FNS Region,Overall Food Insecurity Rate MissingFlag,Child Food Insecurity Rate MissingFlag,"SNAP redemptions/SNAP-authorized stores, 2023","SNAP participants pct pop, 2022","SNAP participants change pct pop, 2017-22","SNAP benefits per capita, 2022","SNAP participants pct eligible pop, 2019","SNAP online application, 2020","SNAP Combined Application Project , 2020","SNAP Broad-based Categorical Eligibility, 2020","SNAP simplified reporting, 2020","National School Lunch Program participants pct children, 2021","National School Lunch Program participants change pct children, 2017-21","Students eligible for free lunch pct, 2015","Students eligible for reduced-price lunch pct, 2015","School Breakfast Program participants pct children, 2021","School Breakfast Program participants change pct children, 2017-21","Summer Food Service Program participants pct children, 2021","Summer Food Service Program participants change pct children, 2017-21","WIC participants pct pop, 2021","WIC participants change pct pop, 2017-21","WIC infant and children participants pct infant & children, 2021","WIC infant and children participants change pct infant & children, 2016-21","WIC women participants pct women, 2021","WIC women participants change pct women, 2016-21","Child & Adult Care pct pop, 2021","Child & Adult Care change pct pop, 2012-17","FDPIR Sites, 2015","Food Banks, 2021",snap_participation_rate,snap_category,food_insecurity_risk_index,Vulnerability_Score_PCA,high_low_access,propensity_score,Food Vulnerability,vulnerability_score
16081,Idaho,Teton County,10170,3651,905.89,905.89,2925.0,3023.0,664.0,8709.0,25.0,48.0,12.0,35.0,1341.0,1721.0,42.0,69.0,227.25,227.25,0,0,0,0,1,0,0,0,0,0,0,76013.0,6.14,93.13,85.41,93.77,90.93,93.92,93.48,92.99,91.65,91.43,88.08,86.94,83.94,90.78,86.39,79.36,87.45,83.96,87.67,70.37,87.85,82.39,91.43,78.18,77.1,73.75,84.1,2.23,0.08,8.91,0.15,3.0,0.6,7.41,0.02,0.04,0.0,0.02,1.42,1.57,9.5,8.96,9.44,6.47,19.0,32.2,6.2,8.75,0.0,-76817.12,-896537.34,42.0,6281.0,2881.0,5811.0,0.01,0.06,0.25,0.01,8.91,2.23,0.85,1.59,87.45,83.96,87.67,70.37,77.1,87.85,91.43,82.39,78.18,5.4,620.0,1.3,0.49,0.51,0.04,100.0,1.0,0.0,5.37,31.26,588000.0,9.0,9.0,West,Mountain,Western,0,0,29037.66,6.33,0.0,2.93,82.0,0.0,0.0,1.0,1.0,23.75,0.0,31.29,11.05,10.38,0.0,6.96,0.44,1.65,0.0,26.03,0.35,8.54,5.63,0.52,0.0,0.0,0.0,1.15,0-5%,0.09,-1.75,0,0.06,-174.67,-1.324106451112581
16083,Idaho,Twin Falls County,77230,28760,15685.23,42542.08,31099.0,21144.0,10706.0,68693.0,342.0,922.0,83.0,606.0,6584.0,10570.0,1261.0,3156.0,3640.85,11977.63,1,1,1,1,1,1,1,1,1,1,1,61926.23,14.77,66.54,63.99,67.59,63.49,66.92,67.19,67.11,62.97,63.16,61.95,62.75,58.0,60.99,39.1,33.88,39.91,39.98,39.71,33.91,29.71,26.58,32.73,35.69,35.42,31.65,32.93,0.9,0.03,2.06,0.16,0.63,0.23,1.68,0.0,0.0,0.0,0.01,0.37,0.6,13.3,11.32,12.55,8.91,28.51,33.65,8.22,2.0,0.0,-186462.35,-1197621.86,3163.0,41607.0,23542.0,39504.0,0.04,0.03,0.28,0.0,14.12,4.71,0.9,2.31,33.46,33.2,33.68,16.89,30.75,15.97,26.98,23.56,31.16,9.0,8020.0,1.3,0.55,0.45,0.11,2580.0,0.81,0.19,3.83,22.29,5423000.0,5.0,5.0,West,Mountain,Western,0,0,1763798.65,6.33,0.0,13.89,82.0,0.0,0.0,1.0,1.0,23.75,0.0,43.7,10.09,10.38,0.0,6.96,0.44,1.65,0.0,26.03,0.35,8.54,5.63,0.52,0.0,0.0,0.0,11.0,10-20%,0.17,-1.33,0,0.28,-132.8,-0.9403435720470529
16085,Idaho,Valley County,9862,4393,1837.3,1837.3,3625.0,1949.0,1659.0,9445.0,11.0,41.0,1.0,68.0,296.0,386.0,199.0,347.0,744.27,744.27,1,0,0,0,1,0,0,0,0,1,0,67230.97,9.96,83.71,83.68,82.51,85.97,84.51,61.02,83.36,26.64,72.67,63.58,62.91,61.28,92.49,67.74,68.47,64.53,73.77,68.51,59.88,64.12,26.64,51.59,48.47,48.83,37.3,83.94,7.55,0.09,18.63,1.72,4.15,3.02,17.97,0.03,0.08,0.0,0.08,0.47,0.44,8.7,12.9,9.07,6.75,24.38,34.0,6.38,10.27,0.0,91895.8,-1219621.04,270.0,4796.0,1819.0,4701.0,0.05,0.02,0.17,0.01,18.63,7.55,2.29,6.38,65.94,72.26,68.48,63.64,47.16,58.71,58.64,100.0,47.32,8.9,1020.0,1.3,0.47,0.53,0.08,160.0,1.0,0.0,4.11,23.94,741000.0,8.0,8.0,West,Mountain,Western,0,0,82430.22,6.33,0.0,5.01,82.0,0.0,0.0,1.0,1.0,23.75,0.0,32.72,8.33,10.38,0.0,6.96,0.44,1.65,0.0,26.03,0.35,8.54,5.63,0.52,0.0,0.0,0.0,6.15,5-10%,0.1,-0.48,0,0.6,-48.2,-0.8518762801402866
16087,Idaho,Washington County,10198,4034,1723.64,1723.64,4552.0,2518.0,2091.0,8835.0,18.0,91.0,3.0,101.0,1150.0,1716.0,240.0,592.0,678.0,678.0,1,1,0,0,1,0,0,0,1,1,0,47459.17,15.68,76.7,70.8,75.31,81.13,78.41,68.53,67.32,12.68,82.4,64.55,63.87,78.48,77.52,49.48,43.6,48.44,52.81,52.1,16.49,40.52,12.68,54.14,32.0,30.41,48.51,48.77,6.65,0.42,16.9,1.44,3.1,4.29,16.25,0.0,0.02,0.0,0.19,0.45,0.56,12.0,14.63,11.23,8.5,28.63,33.07,7.9,7.95,0.0,76533.87,-1320413.56,553.0,4282.0,2345.0,3961.0,0.06,0.04,0.23,0.01,16.9,6.65,2.52,6.63,45.72,54.92,53.15,16.67,19.3,46.89,53.29,33.33,21.71,10.9,1130.0,1.3,0.61,0.39,0.13,300.0,1.0,0.0,4.11,23.94,820000.0,6.0,6.0,West,Mountain,Western,0,0,135761.65,6.33,0.0,14.82,82.0,0.0,0.0,1.0,1.0,23.75,0.0,49.94,8.51,10.38,0.0,6.96,0.44,1.65,0.0,26.03,0.35,8.54,5.63,0.52,0.0,0.0,0.0,13.71,10-20%,0.19,-0.56,0,0.41,-55.81,-0.23920579161881778
17001,Illinois,Adams County,67103,27375,12424.28,33217.47,19497.0,15461.0,11747.0,62868.0,2331.0,441.0,12.0,111.0,1340.0,776.0,2063.0,3712.0,2149.16,9695.84,1,1,1,1,1,1,1,1,1,1,1,64371.46,12.71,73.56,76.18,75.43,71.1,73.27,74.23,74.35,38.17,73.87,72.58,72.32,76.3,74.2,60.48,49.47,61.4,61.36,61.43,40.36,46.15,26.23,41.86,45.97,46.79,45.57,46.07,1.27,0.16,5.31,0.52,1.29,0.92,5.25,0.01,0.0,0.0,0.0,0.04,0.01,7.95,12.43,11.77,8.25,25.59,38.88,8.15,1.06,0.0,-517161.2,749720.09,3597.0,34182.0,14921.0,32210.0,0.07,0.04,0.23,0.01,16.52,3.2,1.12,3.16,45.98,40.03,45.23,8.71,29.15,33.68,28.69,25.0,22.22,9.4,6170.0,1.65,0.65,0.35,0.1,1430.0,0.86,0.14,3.55,20.65,3865000.0,5.0,5.0,Midwest,East North Central,Midwest,0,0,2288499.91,16.02,1.34,39.58,100.0,1.0,0.0,1.0,1.0,5.56,0.0,44.59,6.21,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,0.0,13.14,10-20%,0.18,-1.29,0,0.1,-129.46,-0.453358905463993
17003,Illinois,Alexander County,8238,3329,4086.33,4086.33,3311.0,1885.0,1397.0,5018.0,2915.0,16.0,6.0,26.0,257.0,155.0,207.0,573.0,2329.22,2329.22,1,1,1,1,1,1,1,1,1,1,0,40132.69,29.59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.63,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.63,100.0,100.0,100.0,100.0,100.0,4.44,0.15,11.51,1.44,1.4,1.32,6.85,3.56,0.0,0.0,0.06,1.03,0.99,10.6,20.15,20.08,13.35,34.58,46.78,14.78,0.0,0.0,-808588.58,944427.84,433.0,2263.0,1457.0,2057.0,0.08,0.07,0.23,0.03,49.6,28.27,8.36,24.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14.7,810.0,1.65,0.78,0.22,0.25,310.0,0.76,0.24,3.37,19.6,482000.0,3.0,3.0,Midwest,East North Central,Midwest,0,0,129844.9,16.02,1.34,167.76,100.0,1.0,0.0,1.0,1.0,5.56,0.0,98.43,1.26,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,0.0,13.01,10-20%,0.32,4.24,1,1.0,423.88,2.4061420121783312
17005,Illinois,Bond County,17768,6427,3689.67,6062.22,4481.0,3650.0,2671.0,16143.0,1080.0,68.0,3.0,92.0,382.0,547.0,385.0,639.0,1606.45,2464.02,1,1,1,1,1,1,1,1,1,1,0,75293.37,15.16,88.8,100.0,84.41,89.54,87.39,94.3,91.19,18.1,95.65,93.72,94.7,88.36,86.34,74.45,86.99,69.2,70.59,71.65,80.94,76.15,18.1,84.92,83.2,88.31,70.86,68.62,1.91,0.28,6.13,0.55,1.47,0.87,5.97,0.01,0.01,0.0,0.02,0.13,0.08,8.07,12.52,11.35,7.78,24.78,39.35,7.5,0.0,0.0,-621254.5,912643.58,699.0,7653.0,3161.0,7334.0,0.06,0.03,0.19,0.0,20.77,9.04,3.45,6.65,75.13,72.97,74.49,76.37,75.87,64.72,80.2,33.33,68.23,10.7,1800.0,1.65,0.63,0.37,0.12,380.0,0.81,0.19,3.52,20.49,1119000.0,1.0,1.0,Midwest,East North Central,Midwest,0,0,171773.61,16.02,1.34,42.1,100.0,1.0,0.0,1.0,1.0,5.56,0.0,41.78,5.42,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,0.0,10.88,10-20%,0.17,-0.12,0,0.72,-11.75,-0.2696623426812418
17007,Illinois,Boone County,54165,18505,20757.44,42741.51,15463.0,15684.0,6364.0,45724.0,1064.0,686.0,23.0,200.0,6468.0,10967.0,758.0,2429.0,4031.79,9998.87,1,1,1,1,0,1,1,1,1,1,1,76516.78,11.24,84.47,83.83,85.3,81.4,84.18,80.47,90.8,69.36,87.13,84.4,85.02,72.32,83.02,57.11,54.91,56.08,59.09,57.96,48.45,58.25,50.39,53.97,52.06,52.35,46.84,56.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85,12.13,13.69,8.59,25.57,37.09,8.19,2.99,0.0,-234985.64,915556.29,2513.0,27474.0,13514.0,25423.0,0.04,0.06,0.25,0.0,31.51,7.44,0.78,5.41,55.09,59.42,60.38,38.51,35.75,70.51,34.12,91.3,36.17,9.1,4880.0,1.65,0.58,0.42,0.1,1290.0,0.75,0.25,3.45,20.11,2976000.0,2.0,2.0,Midwest,East North Central,Midwest,0,0,1290159.82,16.02,1.34,28.71,100.0,1.0,0.0,1.0,1.0,5.56,0.0,40.33,12.25,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,0.0,13.58,10-20%,0.2,-0.39,1,0.75,-38.83,-0.6160129083513193
17009,Illinois,Brown County,6937,2099,2392.26,2590.74,1395.0,1114.0,859.0,5276.0,1280.0,16.0,2.0,14.0,349.0,402.0,146.0,232.0,717.84,778.11,0,0,1,1,0,0,0,0,0,0,0,76809.23,10.6,72.79,92.64,48.53,45.85,57.45,99.71,56.78,37.57,88.65,94.87,96.64,64.4,48.36,69.64,88.17,43.73,41.67,52.64,99.56,56.78,37.57,88.65,94.84,96.62,47.54,41.48,0.51,0.03,2.11,0.07,0.4,0.42,2.06,0.0,0.01,0.0,0.0,0.04,0.0,10.85,12.65,14.7,9.5,26.55,41.45,9.6,0.0,0.0,-515983.08,787027.33,241.0,2517.0,1142.0,2386.0,0.05,0.04,0.17,0.0,34.49,10.35,1.81,2.45,54.8,58.47,60.99,99.3,94.78,43.75,85.71,50.0,92.26,7.5,470.0,1.65,0.57,0.43,0.07,80.0,1.0,0.0,3.55,20.65,294000.0,7.0,7.0,Midwest,East North Central,Midwest,0,0,91783.42,16.02,1.34,12.78,100.0,1.0,0.0,1.0,1.0,5.56,0.0,39.84,1.2,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,0.0,11.48,10-20%,0.18,-0.13,1,0.94,-13.05,-0.3344456075194322
17011,Illinois,Bureau County,34978,14262,15697.21,18215.9,9821.0,8155.0,6326.0,32937.0,212.0,228.0,6.0,98.0,1497.0,2695.0,739.0,1723.0,3426.08,3792.37,1,1,1,1,1,1,1,1,0,1,0,68013.2,12.62,92.11,91.07,91.39,93.21,92.38,88.83,97.15,18.19,85.25,88.3,88.49,87.95,92.62,82.03,81.65,80.85,83.98,82.4,71.64,83.95,18.19,80.63,77.0,76.45,75.97,82.92,4.85,0.55,16.98,1.95,4.22,3.1,16.63,0.04,0.05,0.0,0.01,0.25,0.4,8.72,13.12,11.06,7.52,25.63,38.29,7.18,1.51,0.0,-344260.44,870872.25,1624.0,16725.0,7097.0,15720.0,0.05,0.05,0.21,0.01,36.56,9.79,3.59,9.62,81.04,85.2,82.65,56.31,71.27,81.03,79.42,100.0,72.3,9.7,3220.0,1.65,0.68,0.32,0.1,700.0,0.94,0.06,3.45,20.12,1965000.0,7.0,7.0,Midwest,East North Central,Midwest,0,0,543999.56,16.02,1.34,29.79,100.0,1.0,0.0,1.0,1.0,5.56,0.0,39.2,12.23,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,0.0,11.39,10-20%,0.17,0.64,1,0.81,63.6,-0.06671854710864122
17013,Illinois,Calhoun County,5089,2085,730.44,730.44,1308.0,1113.0,1024.0,5032.0,7.0,12.0,0.0,9.0,29.0,40.0,99.0,225.0,267.59,267.59,0,0,0,0,1,0,0,0,0,0,0,70979.18,13.24,93.1,99.91,92.5,92.25,93.16,40.15,96.54,0.0,91.61,84.91,97.75,100.0,100.0,83.73,88.29,83.05,81.07,83.83,7.53,90.42,0.0,84.95,74.82,85.23,100.0,94.51,5.26,1.41,14.35,2.63,3.06,2.99,14.26,0.0,0.08,0.0,0.0,0.02,0.14,6.2,11.95,8.3,5.6,22.15,35.2,5.25,49.69,0.0,-602960.37,803871.87,193.0,2059.0,1009.0,1993.0,0.05,0.03,0.21,0.0,14.35,5.26,4.77,10.15,83.47,79.86,83.9,14.29,85.99,83.33,77.78,59.93,73.63,8.4,380.0,1.65,0.49,0.51,0.07,60.0,0.56,0.44,3.13,18.22,210000.0,1.0,1.0,Midwest,East North Central,Midwest,0,0,647057.1,16.02,1.34,30.24,100.0,1.0,0.0,1.0,1.0,5.56,0.0,32.92,8.94,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,0.0,9.26,5-10%,0.13,-0.19,0,0.07,-19.23,-0.39991840087847286
17015,Illinois,Carroll County,15387,6622,2871.74,3763.42,4093.0,3161.0,3262.0,14906.0,123.0,53.0,3.0,47.0,255.0,437.0,332.0,652.0,689.77,970.35,0,1,1,1,1,1,1,1,0,0,0,66012.17,11.12,89.41,92.14,89.14,90.82,89.42,93.93,95.4,34.71,83.91,86.52,88.59,80.69,88.48,77.29,79.12,76.84,78.97,77.33,77.66,82.06,24.39,65.28,74.67,73.87,69.37,75.9,1.86,0.36,6.08,0.53,1.27,1.28,5.98,0.0,0.03,0.0,0.0,0.06,0.13,8.87,13.63,11.43,7.67,26.12,39.52,7.45,0.0,0.0,-275010.06,828578.07,674.0,6963.0,2805.0,6453.0,0.06,0.06,0.19,0.0,12.88,4.48,2.58,7.34,75.88,78.53,77.62,73.01,54.46,75.12,68.72,66.67,61.94,9.0,1410.0,1.65,0.66,0.34,0.09,290.0,1.0,0.0,3.49,20.33,869000.0,7.0,7.0,Midwest,East North Central,Midwest,0,0,187271.84,16.02,1.34,35.27,100.0,1.0,0.0,1.0,1.0,5.56,0.0,37.64,7.55,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,0.0,10.18,10-20%,0.17,-0.8,0,0.12,-79.84,-0.006634216523448089
17017,Illinois,Cass County,13642,5270,1744.4,5862.04,4716.0,3401.0,2142.0,11769.0,419.0,44.0,1.0,38.0,1371.0,2291.0,273.0,667.0,464.76,1983.71,0,1,1,0,1,0,1,0,0,0,0,59539.08,12.96,74.48,74.86,75.23,74.23,74.82,65.82,76.31,6.29,69.93,77.82,73.17,73.76,75.23,40.21,40.92,38.14,42.26,41.28,23.53,41.71,0.0,48.25,36.71,29.96,47.5,43.55,2.91,0.3,10.91,0.97,2.57,1.81,10.75,0.04,0.01,0.0,0.04,0.07,0.05,12.42,12.86,14.86,9.38,27.62,40.88,9.16,0.0,0.0,-510106.47,829585.58,673.0,6392.0,3043.0,5870.0,0.06,0.06,0.24,0.0,12.16,3.41,2.07,3.68,35.82,48.05,44.81,7.78,7.85,38.65,21.05,0.0,11.24,9.3,1220.0,1.65,0.75,0.25,0.1,310.0,0.94,0.06,3.24,18.88,699000.0,6.0,6.0,Midwest,East North Central,Midwest,0,0,418033.46,16.02,1.34,32.38,100.0,1.0,0.0,1.0,1.0,5.56,0.0,54.62,13.24,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,0.0,12.77,10-20%,0.22,-1.24,0,0.08,-123.97,-0.1840459620207644
17019,Illinois,Champaign County,201081,80665,50269.43,131547.76,72192.0,39079.0,20066.0,147600.0,24946.0,17969.0,134.0,549.0,9883.0,10607.0,9558.0,7949.0,9680.16,41699.33,1,1,1,1,0,1,1,1,1,1,1,78230.89,23.82,71.2,67.48,73.47,73.0,71.73,66.86,60.69,51.78,73.27,69.61,67.24,59.49,66.18,34.36,28.52,43.56,44.18,36.5,26.95,26.58,16.45,35.13,32.44,30.35,26.5,34.42,0.03,0.0,0.11,0.01,0.03,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.0,8.28,9.53,13.45,10.38,21.49,31.96,9.12,2.33,0.14,-468853.72,999722.9,8245.0,108397.0,39585.0,101466.0,0.11,0.05,0.19,0.06,21.75,4.81,1.08,2.06,37.44,34.51,33.71,11.88,20.56,16.53,28.57,8.05,21.4,9.5,19620.0,1.65,0.68,0.32,0.1,3800.0,0.86,0.14,3.72,21.67,12896000.0,3.0,3.0,Midwest,East North Central,Midwest,0,0,6604428.14,16.02,1.34,31.47,100.0,1.0,0.0,1.0,1.0,5.56,0.0,47.3,3.29,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,1.0,10.22,10-20%,0.23,-1.09,0,0.27,-109.18,-0.6963929200732832
17021,Illinois,Christian County,34800,14055,3182.88,12931.67,10532.0,7776.0,6096.0,33610.0,495.0,167.0,8.0,51.0,469.0,471.0,734.0,2120.0,677.27,3715.13,1,1,1,0,1,0,1,0,1,1,0,63208.63,12.96,68.16,72.25,67.38,69.06,68.25,50.21,63.28,22.62,57.45,67.95,66.96,70.44,67.19,45.98,46.86,45.52,44.46,46.0,36.83,46.55,13.49,40.71,45.08,47.32,47.82,45.84,0.9,0.09,4.92,0.42,1.1,0.76,4.86,0.01,0.01,0.0,0.01,0.04,0.03,8.4,12.71,11.27,7.68,26.1,38.08,7.41,9.72,0.0,-546838.32,917235.94,2160.0,15201.0,6746.0,14508.0,0.05,0.03,0.2,0.01,7.04,1.95,1.45,4.48,43.66,41.52,45.6,75.74,50.3,40.59,46.93,13.4,44.13,9.5,3240.0,1.65,0.69,0.31,0.09,670.0,0.94,0.06,3.36,19.57,1923000.0,6.0,6.0,Midwest,East North Central,Midwest,0,0,1119531.1,16.02,1.34,40.69,100.0,1.0,0.0,1.0,1.0,5.56,0.0,43.41,9.45,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,0.0,15.37,10-20%,0.17,-1.54,0,0.04,-153.83,-0.4992272288767331
17023,Illinois,Clark County,16335,6782,6332.38,6665.89,5262.0,3718.0,2946.0,16027.0,48.0,55.0,3.0,25.0,177.0,172.0,178.0,919.0,1596.46,1662.43,0,1,1,1,1,1,1,1,0,0,0,63238.75,12.94,93.02,90.87,93.84,91.16,92.99,86.89,87.49,59.43,95.3,97.93,95.63,90.83,89.85,80.52,81.21,80.17,80.04,80.47,78.63,78.7,42.99,90.61,84.74,75.99,77.63,80.22,1.94,0.36,7.66,0.7,1.62,1.37,7.48,0.04,0.01,0.0,0.03,0.1,0.06,7.28,12.42,10.05,6.95,23.82,37.55,6.7,0.0,0.0,-552505.22,1046961.44,907.0,8016.0,3623.0,7399.0,0.03,0.06,0.23,0.0,32.16,9.77,1.79,10.73,80.21,78.07,80.49,72.92,68.28,82.01,92.0,66.67,83.34,8.4,1310.0,1.65,0.56,0.44,0.07,260.0,0.71,0.3,3.34,19.44,773000.0,6.0,6.0,Midwest,East North Central,Midwest,0,0,331207.11,16.02,1.34,34.49,100.0,1.0,0.0,1.0,1.0,5.56,0.0,52.08,4.72,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,0.0,13.37,10-20%,0.17,0.34,1,0.91,34.16,-0.14128935612403282
17025,Illinois,Clay County,13815,5697,2562.64,5643.69,4594.0,3164.0,2468.0,13499.0,47.0,63.0,0.0,32.0,174.0,151.0,229.0,838.0,775.27,1984.38,1,1,1,0,1,0,1,0,1,1,0,60003.01,16.09,85.98,89.04,86.05,84.93,85.9,88.71,87.97,0.0,87.82,88.41,81.15,91.39,85.92,63.53,64.22,63.76,62.69,63.48,62.49,62.92,0.0,60.88,67.14,65.05,63.98,62.37,4.41,0.22,15.71,1.87,3.66,2.37,15.48,0.01,0.03,0.0,0.01,0.18,0.09,8.7,14.0,12.02,8.5,27.7,41.55,8.1,0.0,0.0,-625136.87,995728.85,1011.0,6348.0,3017.0,5944.0,0.03,0.05,0.23,0.01,18.55,5.61,1.82,8.13,61.98,60.84,63.84,57.12,46.16,36.82,53.12,59.93,52.7,12.2,1620.0,1.65,0.72,0.28,0.13,400.0,0.95,0.05,3.43,19.96,981000.0,7.0,7.0,Midwest,East North Central,Midwest,0,0,419924.15,16.02,1.34,39.91,100.0,1.0,0.0,1.0,1.0,5.56,0.0,38.49,10.79,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,0.0,17.75,10-20%,0.21,-0.58,0,0.32,-58.47,0.029744386771831596
17027,Illinois,Clinton County,37762,14005,7301.56,7301.56,8094.0,8582.0,5458.0,35284.0,1338.0,167.0,13.0,94.0,866.0,1058.0,753.0,1315.0,1412.68,1412.68,1,1,1,1,0,0,0,0,0,1,0,78917.58,9.6,85.4,89.89,85.87,79.59,84.64,86.49,72.92,68.06,85.51,87.49,88.91,76.7,81.19,69.51,72.09,69.31,63.59,68.44,63.66,52.02,30.89,71.26,74.22,70.76,51.28,64.88,0.16,0.01,0.43,0.06,0.07,0.08,0.41,0.0,0.0,0.0,0.0,0.01,0.01,7.22,11.57,10.13,6.72,22.41,40.26,6.53,4.25,0.0,-652174.34,917321.17,1144.0,19151.0,7972.0,18333.0,0.05,0.03,0.21,0.01,18.48,3.74,2.78,5.84,70.35,63.67,69.13,80.21,73.33,44.63,71.28,47.44,73.65,7.0,2580.0,1.65,0.57,0.43,0.06,440.0,1.0,0.0,3.52,20.49,1603000.0,1.0,1.0,Midwest,East North Central,Midwest,0,0,1230571.06,16.02,1.34,19.87,100.0,1.0,0.0,1.0,1.0,5.56,0.0,29.74,5.76,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,0.0,8.17,5-10%,0.12,-0.78,0,0.07,-77.68,-0.664884258073276
17029,Illinois,Coles County,53873,21463,15720.11,37216.92,19375.0,9942.0,7431.0,50029.0,2067.0,531.0,13.0,104.0,1129.0,1155.0,1725.0,3831.0,5608.18,17182.49,1,1,1,1,1,1,1,1,1,1,1,60548.59,24.39,78.87,82.66,79.7,77.44,79.08,74.86,79.62,36.88,68.79,76.93,75.11,73.08,78.37,38.94,43.86,40.95,38.89,39.02,37.57,38.42,13.62,37.77,40.15,37.68,36.25,38.56,0.72,0.1,2.58,0.42,0.54,0.53,2.52,0.01,0.01,0.0,0.01,0.04,0.05,8.47,11.64,12.68,9.37,25.21,38.41,8.66,0.0,0.0,-537475.17,1007086.41,3499.0,26492.0,9255.0,24502.0,0.09,0.06,0.18,0.01,29.18,10.41,2.82,5.69,46.27,43.78,40.02,18.75,28.09,26.96,48.83,22.84,32.65,13.3,6300.0,1.65,0.65,0.35,0.14,1190.0,0.71,0.29,3.33,19.42,3711000.0,5.0,5.0,Midwest,East North Central,Midwest,0,0,2022775.95,16.02,1.34,38.64,100.0,1.0,0.0,1.0,1.0,5.56,0.0,44.79,6.42,2.61,0.0,8.75,4.24,1.2,0.0,20.6,0.0,6.08,4.01,0.87,0.0,0.0,0.0,16.3,10-20%,0.25,0.09,1,0.9,8.79,0.29667234583466984
